Combination,Load,Sliding Distance,Sliding Speed,Phase,Wear Rate
AlCrNiMoSi,10,1500,3,MIP,2.779
AlCrNiMoSi,20,500,1,MIP,2.814
AlCrNiMoSi,20,500,2,MIP,2.814
AlCrNiMoSi,20,500,3,MIP,2.872
AlCrNiMoSi,20,1000,1,MIP,2.681
AlCrNiMoSi,20,1000,2,MIP,2.798
AlCrNiMoSi,20,1000,3,MIP,2.647
AlCrNiMoSi,20,1500,1,MIP,2.535
AlCrNiMoSi,20,1500,2,MIP,2.789
AlCrNiMoSi,20,1500,3,MIP,2.734
AlCrNiMoSi,30,500,1,MIP,2.969
AlCrNiMoSi,30,500,2,MIP,1.004
AlCrNiMoSi,30,500,3,MIP,1.475
AlCrNiMoSi,30,1000,1,MIP,1.094
AlCrNiMoSi,30,1000,2,MIP,1.459
AlCrNiMoSi,30,1000,3,MIP,1.787
AlCrNiMoSi,30,1500,1,MIP,1.602
AlCrNiMoSi,30,1500,2,MIP,1.923
AlCrNiMoSi,30,1500,3,MIP,2.14
AlCrMnTiMo,10,500,1,FCC,2.64
AlCrMnTiMo,10,500,2,FCC,2.948
AlCrMnTiMo,10,500,3,FCC,2.772
AlCrMnTiMo,10,1000,1,FCC,2.567
AlCrMnTiMo,10,1000,2,FCC,2.534
AlCrMnTiMo,10,1000,3,FCC,2.661
AlCrMnTiMo,10,1500,1,FCC,2.823
AlCrMnTiMo,10,1500,2,FCC,2.906
AlCrMnTiMo,10,1500,3,FCC,2.832
AlCrMnTiMo,20,500,1,FCC,2.331
AlCrMnTiMo,20,500,2,FCC,2.504
AlCrMnTiMo,20,500,3,FCC,2.607
AlCrMnTiMo,20,1000,1,FCC,2.752
AlCrMnTiMo,20,1000,2,FCC,2.732
AlCrMnTiMo,20,1000,3,FCC,2.661
AlCrMnTiMo,20,1500,1,FCC,2.955
AlCrMnTiMo,20,1500,2,FCC,2.885
AlCrMnTiMo,20,1500,3,FCC,2.717
AlCrMnTiMo,30,500,1,FCC,2.922
AlCrMnTiMo,30,500,2,FCC,2.722
AlCrMnTiMo,30,500,3,FCC,2.713
AlCrMnTiMo,30,1000,1,FCC,2.94
AlCrMnTiMo,30,1000,2,FCC,2.565
AlCrMnTiMo,30,1000,3,FCC,1.305
AlCrMnTiMo,30,1500,1,FCC,1.146
AlCrMnTiMo,30,1500,2,FCC,1.516
AlCrMnTiMo,30,1500,3,FCC,1.766
AlCrMnTiSi,10,500,1,BCC_FCC,2.673
AlCrMnTiSi,10,500,2,BCC_FCC,2.566
AlCrMnTiSi,10,500,3,BCC_FCC,2.913
AlCrMnTiSi,10,1000,1,BCC_FCC,2.657
AlCrMnTiSi,10,1000,2,BCC_FCC,2.821
AlCrMnTiSi,10,1000,3,BCC_FCC,2.859
AlCrMnTiSi,10,1500,1,BCC_FCC,2.578
AlCrMnTiSi,10,1500,2,BCC_FCC,2.77
AlCrMnTiSi,10,1500,3,BCC_FCC,2.945
AlCrMnTiSi,20,500,1,BCC_FCC,2.884
AlCrMnTiSi,20,500,2,BCC_FCC,2.56
AlCrMnTiSi,20,500,3,BCC_FCC,2.733
AlCrMnTiSi,20,1000,1,BCC_FCC,2.645
AlCrMnTiSi,20,1000,2,BCC_FCC,2.666
AlCrMnTiSi,20,1000,3,BCC_FCC,2.752
AlCrMnTiSi,20,1500,1,BCC_FCC,2.981
AlCrMnTiSi,20,1500,2,BCC_FCC,2.902
AlCrMnTiSi,20,1500,3,BCC_FCC,2.878
AlCrMnTiSi,30,500,1,BCC_FCC,2.64
AlCrMnTiSi,30,500,2,BCC_FCC,2.894
AlCrMnTiSi,30,500,3,BCC_FCC,2.679
AlCrMnTiSi,30,1000,1,BCC_FCC,2.83
AlCrMnTiSi,30,1000,2,BCC_FCC,2.576
AlCrMnTiSi,30,1000,3,BCC_FCC,2.711
AlCrMnTiSi,30,1500,1,BCC_FCC,2.578
AlCrMnTiSi,30,1500,2,BCC_FCC,2.944
AlCrMnTiSi,30,1500,3,BCC_FCC,2.586
AlCrMnMoSi,10,500,1,FCC,2.943
AlCrMnMoSi,10,500,2,FCC,2.774
AlCrMnMoSi,10,500,3,FCC,2.52
AlCrMnMoSi,10,1000,1,FCC,2.634
AlCrMnMoSi,10,1000,2,FCC,2.881
AlCrMnMoSi,10,1000,3,FCC,2.789
AlCrMnMoSi,10,1500,1,FCC,2.671
AlCrMnMoSi,10,1500,2,FCC,2.562
AlCrMnMoSi,10,1500,3,FCC,2.887
AlCrMnMoSi,20,500,1,FCC,2.914
AlCrMnMoSi,20,500,2,FCC,2.977
AlCrMnMoSi,20,500,3,FCC,2.666
AlCrMnMoSi,20,1000,1,FCC,2.767
AlCrMnMoSi,20,1000,2,FCC,2.852
AlCrMnMoSi,20,1000,3,FCC,2.985
AlCrMnMoSi,20,1500,1,FCC,2.562
AlCrMnMoSi,20,1500,2,FCC,2.611
AlCrMnMoSi,20,1500,3,FCC,2.704
AlCrMnMoSi,30,500,1,FCC,2.872
AlCrMnMoSi,30,500,2,FCC,2.664
AlCrMnMoSi,30,500,3,FCC,2.834
AlCrMnMoSi,30,1000,1,FCC,2.943
AlCrMnMoSi,30,1000,2,FCC,2.512
AlCrMnMoSi,30,1000,3,FCC,2.834
AlCrMnMoSi,30,1500,1,FCC,2.886
AlCrMnMoSi,30,1500,2,FCC,2.961
AlCrMnMoSi,30,1500,3,FCC,2.617
AlCrTiMoSi,10,500,1,BCC_FCC,1.848
AlCrTiMoSi,10,500,2,BCC_FCC,2.376
AlCrTiMoSi,10,500,3,BCC_FCC,2.769
AlCrTiMoSi,10,1000,1,BCC_FCC,2.199
AlCrTiMoSi,10,1000,2,BCC_FCC,2.619
AlCrTiMoSi,10,1000,3,BCC_FCC,2.781
AlCrTiMoSi,10,1500,1,BCC_FCC,2.454
AlCrTiMoSi,10,1500,2,BCC_FCC,2.887
AlCrTiMoSi,10,1500,3,BCC_FCC,2.909
AlCrTiMoSi,20,500,1,BCC_FCC,2.816
AlCrTiMoSi,20,500,2,BCC_FCC,2.976
AlCrTiMoSi,20,500,3,BCC_FCC,2.701
AlCrTiMoSi,20,1000,1,BCC_FCC,2.521
AlCrTiMoSi,20,1000,2,BCC_FCC,2.917
AlCrTiMoSi,20,1000,3,BCC_FCC,1.089
AlCrTiMoSi,20,1500,1,BCC_FCC,2.772
AlCrTiMoSi,20,1500,2,BCC_FCC,2.706
AlCrTiMoSi,20,1500,3,BCC_FCC,1.292
AlCrTiMoSi,30,500,1,BCC_FCC,2.754
AlCrTiMoSi,30,500,2,BCC_FCC,2.844
AlCrTiMoSi,30,500,3,BCC_FCC,2.69
AlCrTiMoSi,30,1000,1,BCC_FCC,2.871
AlCrTiMoSi,30,1000,2,BCC_FCC,2.834
AlCrTiMoSi,30,1000,3,BCC_FCC,2.966
AlCrTiMoSi,30,1500,1,BCC_FCC,2.833
AlCrTiMoSi,30,1500,2,BCC_FCC,2.995
AlCrTiMoSi,30,1500,3,BCC_FCC,2.764
AlCoFeNiMn,10,500,1,BCC,2.915
AlCoFeNiMn,10,500,2,BCC,2.562
AlCoFeNiMn,10,500,3,BCC,2.837
AlCoFeNiMn,10,1000,1,BCC,2.521
AlCoFeNiMn,10,1000,2,BCC,2.985
AlCoFeNiMn,10,1000,3,BCC,2.908
AlCoFeNiMn,10,1500,1,BCC,2.503
AlCoFeNiMn,10,1500,2,BCC,2.903
AlCoFeNiMn,10,1500,3,BCC,2.653
AlCoFeNiMn,20,500,1,BCC,2.915
AlCoFeNiMn,20,500,2,BCC,2.567
AlCoFeNiMn,20,500,3,BCC,2.768
AlCoFeNiMn,20,1000,1,BCC,2.751
AlCoFeNiMn,20,1000,2,BCC,2.599
AlCoFeNiMn,20,1000,3,BCC,2.709
AlCoFeNiMn,20,1500,1,BCC,2.52
AlCoFeNiMn,20,1500,2,BCC,2.944
AlCoFeNiMn,20,1500,3,BCC,2.701
AlCoFeNiMn,30,500,1,BCC,2.835
AlCoFeNiMn,30,500,2,BCC,2.974
AlCoFeNiMn,30,500,3,BCC,2.994
AlCoFeNiMn,30,1000,1,BCC,2.66
AlCoFeNiMn,30,1000,2,BCC,2.679
AlCoFeNiMn,30,1000,3,BCC,2.756
AlCoFeNiMn,30,1500,1,BCC,2.595
AlCoFeNiMn,30,1500,2,BCC,2.557
AlCoFeNiMn,30,1500,3,BCC,2.85
AlCoFeNiTi,10,500,1,BCC,2.018
AlCoFeNiTi,10,500,2,BCC,2.069
AlCoFeNiTi,10,500,3,BCC,2.151
AlCoFeNiTi,10,1000,1,BCC,2.089
AlCoFeNiTi,10,1000,2,BCC,2.163
AlCoFeNiTi,10,1000,3,BCC,2.232
AlCoFeNiTi,10,1500,1,BCC,2.163
AlCoFeNiTi,10,1500,2,BCC,2.247
AlCoFeNiTi,10,1500,3,BCC,2.339
AlCoFeNiTi,20,500,1,BCC,1.6
AlCoFeNiTi,20,500,2,BCC,1.619
AlCoFeNiTi,20,500,3,BCC,1.673
AlCoFeNiTi,20,1000,1,BCC,1.676
AlCoFeNiTi,20,1000,2,BCC,1.692
AlCoFeNiTi,20,1000,3,BCC,1.734
AlCoFeNiTi,20,1500,1,BCC,1.767
AlCoFeNiTi,20,1500,2,BCC,1.797
AlCoFeNiTi,20,1500,3,BCC,1.826
AlCoFeNiTi,30,500,1,BCC,1.26
AlCoFeNiTi,30,500,2,BCC,1.218
AlCoFeNiTi,30,500,3,BCC,1.224
AlCoFeNiTi,30,1000,1,BCC,1.295
AlCoFeNiTi,30,1000,2,BCC,1.269
AlCoFeNiTi,30,1000,3,BCC,1.291
AlCoFeNiTi,30,1500,1,BCC,1.352
AlCoFeNiTi,30,1500,2,BCC,1.335
AlCoFeNiTi,30,1500,3,BCC,1.381
AlCoFeNiMo,10,500,1,FCC,2.789
AlCoFeNiMo,10,500,2,FCC,2.589
AlCoFeNiMo,10,500,3,FCC,2.549
AlCoFeNiMo,10,1000,1,FCC,2.912
AlCoFeNiMo,10,1000,2,FCC,2.66
AlCoFeNiMo,10,1000,3,FCC,2.888
AlCoFeNiMo,10,1500,1,FCC,2.94
AlCoFeNiMo,10,1500,2,FCC,2.582
AlCoFeNiMo,10,1500,3,FCC,2.845
AlCoFeNiMo,20,500,1,FCC,2.876
AlCoFeNiMo,20,500,2,FCC,2.751
AlCoFeNiMo,20,500,3,FCC,2.885
AlCoFeNiMo,20,1000,1,FCC,2.548
AlCoFeNiMo,20,1000,2,FCC,2.915
AlCoFeNiMo,20,1000,3,FCC,2.985
AlCoFeNiMo,20,1500,1,FCC,2.96
AlCoFeNiMo,20,1500,2,FCC,2.685
AlCoFeNiMo,20,1500,3,FCC,2.828
AlCoFeNiMo,30,500,1,FCC,2.807
AlCoFeNiMo,30,500,2,FCC,2.91
AlCoFeNiMo,30,500,3,FCC,2.511
AlCoFeNiMo,30,1000,1,FCC,2.549
AlCoFeNiMo,30,1000,2,FCC,2.745
AlCoFeNiMo,30,1000,3,FCC,2.528
AlCoFeNiMo,30,1500,1,FCC,2.884
AlCoFeNiMo,30,1500,2,FCC,2.658
AlCoFeNiMo,30,1500,3,FCC,2.689
AlCoFeNiSi,10,500,1,FCC,2.965
AlCoFeNiSi,10,500,2,FCC,2.999
AlCoFeNiSi,10,500,3,FCC,2.84
AlCoFeNiSi,10,1000,1,FCC,2.962
AlCoFeNiSi,10,1000,2,FCC,2.876
AlCoFeNiSi,10,1000,3,FCC,2.685
AlCoFeNiSi,10,1500,1,FCC,2.979
AlCoFeNiSi,10,1500,2,FCC,2.802
AlCoFeNiSi,10,1500,3,FCC,2.978
AlCoFeNiSi,20,500,1,FCC,2.812
AlCoFeNiSi,20,500,2,FCC,2.769
AlCoFeNiSi,20,500,3,FCC,2.798
AlCoFeNiSi,20,1000,1,FCC,2.833
AlCoFeNiSi,20,1000,2,FCC,2.793
AlCoFeNiSi,20,1000,3,FCC,2.85
AlCoFeNiSi,20,1500,1,FCC,2.867
AlCoFeNiSi,20,1500,2,FCC,2.844
AlCoFeNiSi,20,1500,3,FCC,2.883
AlCoFeNiSi,30,500,1,FCC,2.543
AlCoFeNiSi,30,500,2,FCC,2.409
AlCoFeNiSi,30,500,3,FCC,2.334
AlCoFeNiSi,30,1000,1,FCC,2.56
AlCoFeNiSi,30,1000,2,FCC,2.437
AlCoFeNiSi,30,1000,3,FCC,2.35
AlCoFeNiSi,30,1500,1,FCC,2.561
AlCoFeNiSi,30,1500,2,FCC,2.454
AlCoFeNiSi,30,1500,3,FCC,2.353
AlCoFeMnTi,10,500,1,BCC,2.754
AlCoFeMnTi,10,500,2,BCC,2.589
AlCoFeMnTi,10,500,3,BCC,2.513
AlCoFeMnTi,10,1000,1,BCC,2.715
AlCoFeMnTi,10,1000,2,BCC,2.727
AlCoFeMnTi,10,1000,3,BCC,2.699
AlCoFeMnTi,10,1500,1,BCC,2.952
AlCoFeMnTi,10,1500,2,BCC,2.674
AlCoFeMnTi,10,1500,3,BCC,2.658
AlCoFeMnTi,20,500,1,BCC,2.979
AlCoFeMnTi,20,500,2,BCC,2.848
AlCoFeMnTi,20,500,3,BCC,2.799
AlCoFeMnTi,20,1000,1,BCC,2.571
AlCoFeMnTi,20,1000,2,BCC,2.93
AlCoFeMnTi,20,1000,3,BCC,2.897
AlCoFeMnTi,20,1500,1,BCC,2.68
AlCoFeMnTi,20,1500,2,BCC,2.843
AlCoFeMnTi,20,1500,3,BCC,2.537
AlCoFeMnTi,30,500,1,BCC,2.315
AlCoFeMnTi,30,500,2,BCC,2.219
AlCoFeMnTi,30,500,3,BCC,2.15
AlCoFeMnTi,30,1000,1,BCC,2.498
AlCoFeMnTi,30,1000,2,BCC,2.291
AlCoFeMnTi,30,1000,3,BCC,2.237
AlCoFeMnTi,30,1500,1,BCC,2.614
AlCoFeMnTi,30,1500,2,BCC,2.384
AlCoFeMnTi,30,1500,3,BCC,2.318
AlCoFeMnMo,10,500,1,MIP,2.696
AlCoFeMnMo,10,500,2,MIP,2.587
AlCoFeMnMo,10,500,3,MIP,2.71
AlCoFeMnMo,10,1000,1,MIP,2.916
AlCoFeMnMo,10,1000,2,MIP,2.556
AlCoFeMnMo,10,1000,3,MIP,2.905
AlCoFeMnMo,10,1500,1,MIP,2.633
AlCoFeMnMo,10,1500,2,MIP,2.546
AlCoFeMnMo,10,1500,3,MIP,2.596
AlCoFeMnMo,20,500,1,MIP,2.789
AlCoFeMnMo,20,500,2,MIP,2.654
AlCoFeMnMo,20,500,3,MIP,2.563
AlCoFeMnMo,20,1000,1,MIP,2.758
AlCoFeMnMo,20,1000,2,MIP,2.807
AlCoFeMnMo,20,1000,3,MIP,2.738
AlCoFeMnMo,20,1500,1,MIP,2.67
AlCoFeMnMo,20,1500,2,MIP,2.841
AlCoFeMnMo,20,1500,3,MIP,2.87
AlCoFeMnMo,30,500,1,MIP,2.505
AlCoFeMnMo,30,500,2,MIP,2.731
AlCoFeMnMo,30,500,3,MIP,2.776
AlCoFeMnMo,30,1000,1,MIP,2.835
AlCoFeMnMo,30,1000,2,MIP,2.8
AlCoFeMnMo,30,1000,3,MIP,2.671
AlCoFeMnMo,30,1500,1,MIP,2.805
AlCoFeMnMo,30,1500,2,MIP,2.999
AlCoFeMnMo,30,1500,3,MIP,2.901
AlCoFeMnSi,10,500,1,MIP,2.503
AlCoFeMnSi,10,500,2,MIP,2.635
AlCoFeMnSi,10,500,3,MIP,2.808
AlCoFeMnSi,10,1000,1,MIP,2.799
AlCoFeMnSi,10,1000,2,MIP,2.868
AlCoFeMnSi,10,1000,3,MIP,2.783
AlCoFeMnSi,10,1500,1,MIP,2.536
AlCoFeMnSi,10,1500,2,MIP,2.774
AlCoFeMnSi,10,1500,3,MIP,2.756
AlCoFeMnSi,20,500,1,MIP,2.924
AlCoFeMnSi,20,500,2,MIP,2.564
AlCoFeMnSi,20,500,3,MIP,2.886
AlCoFeMnSi,20,1000,1,MIP,2.952
AlCoFeMnSi,20,1000,2,MIP,2.895
AlCoFeMnSi,20,1000,3,MIP,2.678
AlCoFeMnSi,20,1500,1,MIP,2.958
AlCoFeMnSi,20,1500,2,MIP,2.807
AlCoFeMnSi,20,1500,3,MIP,2.679
AlCoFeMnSi,30,500,1,MIP,2.607
AlCoFeMnSi,30,500,2,MIP,2.803
AlCoFeMnSi,30,500,3,MIP,2.998
AlCoFeMnSi,30,1000,1,MIP,2.792
AlCoFeMnSi,30,1000,2,MIP,2.912
AlCoFeMnSi,30,1000,3,MIP,2.677
AlCoFeMnSi,30,1500,1,MIP,2.677
AlCoFeMnSi,30,1500,2,MIP,2.754
AlCoFeMnSi,30,1500,3,MIP,2.731
AlCoFeTiMo,10,500,1,FCC,2.162
AlCoFeTiMo,10,500,2,FCC,2.591
AlCoFeTiMo,10,500,3,FCC,2.686
AlCoFeTiMo,10,1000,1,FCC,2.309
AlCoFeTiMo,10,1000,2,FCC,2.6
AlCoFeTiMo,10,1000,3,FCC,2.72
AlCoFeTiMo,10,1500,1,FCC,2.45
AlCoFeTiMo,10,1500,2,FCC,2.627
AlCoFeTiMo,10,1500,3,FCC,2.773
AlCoFeTiMo,20,500,1,FCC,2.704
AlCoFeTiMo,20,500,2,FCC,1.006
AlCoFeTiMo,20,500,3,FCC,1.477
AlCoFeTiMo,20,1000,1,FCC,2.671
AlCoFeTiMo,20,1000,2,FCC,1.117
AlCoFeTiMo,20,1000,3,FCC,1.489
AlCoFeTiMo,20,1500,1,FCC,2.745
AlCoFeTiMo,20,1500,2,FCC,1.218
AlCoFeTiMo,20,1500,3,FCC,1.531
AlCoFeTiMo,30,500,1,FCC,2.848
AlCoFeTiMo,30,500,2,FCC,2.67
AlCoFeTiMo,30,500,3,FCC,2.94
AlCoFeTiMo,30,1000,1,FCC,2.556
AlCoFeTiMo,30,1000,2,FCC,2.524
AlCoFeTiMo,30,1000,3,FCC,2.607
AlCoFeTiMo,30,1500,1,FCC,2.548
AlCoFeTiMo,30,1500,2,FCC,2.843
AlCoFeTiMo,30,1500,3,FCC,2.979
AlCoFeTiSi,10,500,1,MIP,2.65
AlCoFeTiSi,10,500,2,MIP,2.765
AlCoFeTiSi,10,500,3,MIP,2.64
AlCoFeTiSi,10,1000,1,MIP,2.974
AlCoFeTiSi,10,1000,2,MIP,2.719
AlCoFeTiSi,10,1000,3,MIP,2.711
AlCoFeTiSi,10,1500,1,MIP,2.835
AlCoFeTiSi,10,1500,2,MIP,2.542
AlCoFeTiSi,10,1500,3,MIP,2.688
AlCoFeTiSi,20,500,1,MIP,2.994
AlCoFeTiSi,20,500,2,MIP,2.917
AlCoFeTiSi,20,500,3,MIP,2.797
AlCoFeTiSi,20,1000,1,MIP,2.568
AlCoFeTiSi,20,1000,2,MIP,2.652
AlCoFeTiSi,20,1000,3,MIP,2.695
AlCoFeTiSi,20,1500,1,MIP,2.654
AlCoFeTiSi,20,1500,2,MIP,2.704
AlCoFeTiSi,20,1500,3,MIP,2.677
AlCoFeTiSi,30,500,1,MIP,2.762
AlCoFeTiSi,30,500,2,MIP,2.669
AlCoFeTiSi,30,500,3,MIP,2.642
AlCoFeTiSi,30,1000,1,MIP,2.717
AlCoFeTiSi,30,1000,2,MIP,2.859
AlCoFeTiSi,30,1000,3,MIP,2.819
AlCoFeTiSi,30,1500,1,MIP,2.694
AlCoFeTiSi,30,1500,2,MIP,2.559
AlCoFeTiSi,30,1500,3,MIP,2.723
AlCoFeMoSi,10,500,1,FCC,2.793
AlCoFeMoSi,10,500,2,FCC,2.917
AlCoFeMoSi,10,500,3,FCC,2.619
AlCoFeMoSi,10,1000,1,FCC,2.9
AlCoFeMoSi,10,1000,2,FCC,2.662
AlCoFeMoSi,10,1000,3,FCC,2.659
AlCoFeMoSi,10,1500,1,FCC,2.798
AlCoFeMoSi,10,1500,2,FCC,2.523
AlCoFeMoSi,10,1500,3,FCC,2.532
AlCoFeMoSi,20,500,1,FCC,2.922
AlCoFeMoSi,20,500,2,FCC,1.289
AlCoFeMoSi,20,500,3,FCC,1.832
AlCoFeMoSi,20,1000,1,FCC,2.832
AlCoFeMoSi,20,1000,2,FCC,1.418
AlCoFeMoSi,20,1000,3,FCC,1.973
AlCoFeMoSi,20,1500,1,FCC,1.047
AlCoFeMoSi,20,1500,2,FCC,1.597
AlCoFeMoSi,20,1500,3,FCC,2.146
AlCoFeMoSi,30,500,1,FCC,2.596
AlCoFeMoSi,30,500,2,FCC,2.519
AlCoFeMoSi,30,500,3,FCC,2.872
AlCoFeMoSi,30,1000,1,FCC,2.696
AlCoFeMoSi,30,1000,2,FCC,2.981
AlCoFeMoSi,30,1000,3,FCC,2.772
AlCoFeMoSi,30,1500,1,FCC,2.672
AlCoFeMoSi,30,1500,2,FCC,2.853
AlCoFeMoSi,30,1500,3,FCC,2.87
AlCoNiMnTi,10,500,1,BCC_FCC,2.18
AlCoNiMnTi,10,500,2,BCC_FCC,2.172
AlCoNiMnTi,10,500,3,BCC_FCC,2.286
AlCoNiMnTi,10,1000,1,BCC_FCC,2.213
AlCoNiMnTi,10,1000,2,BCC_FCC,2.205
AlCoNiMnTi,10,1000,3,BCC_FCC,2.335
AlCoNiMnTi,10,1500,1,BCC_FCC,2.256
AlCoNiMnTi,10,1500,2,BCC_FCC,2.256
AlCoNiMnTi,10,1500,3,BCC_FCC,2.399
AlCoNiMnTi,20,500,1,BCC_FCC,1.85
AlCoNiMnTi,20,500,2,BCC_FCC,1.755
AlCoNiMnTi,20,500,3,BCC_FCC,1.819
AlCoNiMnTi,20,1000,1,BCC_FCC,1.896
AlCoNiMnTi,20,1000,2,BCC_FCC,1.786
AlCoNiMnTi,20,1000,3,BCC_FCC,1.868
AlCoNiMnTi,20,1500,1,BCC_FCC,1.959
AlCoNiMnTi,20,1500,2,BCC_FCC,1.856
AlCoNiMnTi,20,1500,3,BCC_FCC,1.922
AlCoNiMnTi,30,500,1,BCC_FCC,1.588
AlCoNiMnTi,30,500,2,BCC_FCC,1.467
AlCoNiMnTi,30,500,3,BCC_FCC,1.465
AlCoNiMnTi,30,1000,1,BCC_FCC,1.638
AlCoNiMnTi,30,1000,2,BCC_FCC,1.516
AlCoNiMnTi,30,1000,3,BCC_FCC,1.505
AlCoNiMnTi,30,1500,1,BCC_FCC,1.724
AlCoNiMnTi,30,1500,2,BCC_FCC,1.591
AlCoNiMnTi,30,1500,3,BCC_FCC,1.559
AlCoNiMnMo,10,500,1,BCC_FCC,2.89
AlCoNiMnMo,10,500,2,BCC_FCC,2.771
AlCoNiMnMo,10,500,3,BCC_FCC,2.664
AlCoNiMnMo,10,1000,1,BCC_FCC,2.978
AlCoNiMnMo,10,1000,2,BCC_FCC,2.953
AlCoNiMnMo,10,1000,3,BCC_FCC,2.823
AlCoNiMnMo,10,1500,1,BCC_FCC,2.522
AlCoNiMnMo,10,1500,2,BCC_FCC,2.998
AlCoNiMnMo,10,1500,3,BCC_FCC,2.707
AlCoNiMnMo,20,500,1,BCC_FCC,2.755
AlCoNiMnMo,20,500,2,BCC_FCC,2.556
AlCoNiMnMo,20,500,3,BCC_FCC,2.567
AlCoNiMnMo,20,1000,1,BCC_FCC,2.915
AlCoNiMnMo,20,1000,2,BCC_FCC,2.837
AlCoNiMnMo,20,1000,3,BCC_FCC,2.597
AlCoNiMnMo,20,1500,1,BCC_FCC,2.727
AlCoNiMnMo,20,1500,2,BCC_FCC,2.876
AlCoNiMnMo,20,1500,3,BCC_FCC,2.988
AlCoNiMnMo,30,500,1,BCC_FCC,2.68
AlCoNiMnMo,30,500,2,BCC_FCC,2.717
AlCoNiMnMo,30,500,3,BCC_FCC,2.566
AlCoNiMnMo,30,1000,1,BCC_FCC,2.987
AlCoNiMnMo,30,1000,2,BCC_FCC,2.834
AlCoNiMnMo,30,1000,3,BCC_FCC,2.703
AlCoNiMnMo,30,1500,1,BCC_FCC,2.795
AlCoNiMnMo,30,1500,2,BCC_FCC,2.549
AlCoNiMnMo,30,1500,3,BCC_FCC,2.83
AlCoNiMnSi,10,500,1,BCC_FCC,2.558
AlCoNiMnSi,10,500,2,BCC_FCC,2.92
AlCoNiMnSi,10,500,3,BCC_FCC,2.738
AlCoNiMnSi,10,1000,1,BCC_FCC,2.55
AlCoNiMnSi,10,1000,2,BCC_FCC,2.982
AlCoNiMnSi,10,1000,3,BCC_FCC,2.822
AlCoNiMnSi,10,1500,1,BCC_FCC,2.85
AlCoNiMnSi,10,1500,2,BCC_FCC,2.839
AlCoNiMnSi,10,1500,3,BCC_FCC,2.734
AlCoNiMnSi,20,500,1,BCC_FCC,2.744
AlCoNiMnSi,20,500,2,BCC_FCC,2.793
AlCoNiMnSi,20,500,3,BCC_FCC,2.97
AlCoNiMnSi,20,1000,1,BCC_FCC,2.764
AlCoNiMnSi,20,1000,2,BCC_FCC,2.542
AlCoNiMnSi,20,1000,3,BCC_FCC,2.561
AlCoNiMnSi,20,1500,1,BCC_FCC,2.598
AlCoNiMnSi,20,1500,2,BCC_FCC,2.79
AlCoNiMnSi,20,1500,3,BCC_FCC,2.972
AlCoNiMnSi,30,500,1,BCC_FCC,2.773
AlCoNiMnSi,30,500,2,BCC_FCC,2.992
AlCoNiMnSi,30,500,3,BCC_FCC,2.842
AlCoNiMnSi,30,1000,1,BCC_FCC,2.648
AlCoNiMnSi,30,1000,2,BCC_FCC,2.752
AlCoNiMnSi,30,1000,3,BCC_FCC,2.863
AlCoNiMnSi,30,1500,1,BCC_FCC,2.878
AlCoNiMnSi,30,1500,2,BCC_FCC,2.963
AlCoNiMnSi,30,1500,3,BCC_FCC,2.91
AlCoNiTiMo,10,500,1,BCC_FCC,1.818
AlCoNiTiMo,10,500,2,BCC_FCC,1.873
AlCoNiTiMo,10,500,3,BCC_FCC,1.963
AlCoNiTiMo,10,1000,1,BCC_FCC,1.803
AlCoNiTiMo,10,1000,2,BCC_FCC,1.874
AlCoNiTiMo,10,1000,3,BCC_FCC,1.99
AlCoNiTiMo,10,1500,1,BCC_FCC,1.781
AlCoNiTiMo,10,1500,2,BCC_FCC,1.89
AlCoNiTiMo,10,1500,3,BCC_FCC,2.029
AlCoNiTiMo,20,500,1,BCC_FCC,1.204
AlCoNiTiMo,20,500,2,BCC_FCC,1.195
AlCoNiTiMo,20,500,3,BCC_FCC,1.223
AlCoNiTiMo,20,1000,1,BCC_FCC,1.181
AlCoNiTiMo,20,1000,2,BCC_FCC,1.185
AlCoNiTiMo,20,1000,3,BCC_FCC,1.258
AlCoNiTiMo,20,1500,1,BCC_FCC,1.166
AlCoNiTiMo,20,1500,2,BCC_FCC,1.211
AlCoNiTiMo,20,1500,3,BCC_FCC,1.305
AlCoNiTiMo,30,500,1,BCC_FCC,2.556
AlCoNiTiMo,30,500,2,BCC_FCC,2.781
AlCoNiTiMo,30,500,3,BCC_FCC,2.75
AlCoNiTiMo,30,1000,1,BCC_FCC,2.828
AlCoNiTiMo,30,1000,2,BCC_FCC,2.574
AlCoNiTiMo,30,1000,3,BCC_FCC,2.905
AlCoNiTiMo,30,1500,1,BCC_FCC,2.812
AlCoNiTiMo,30,1500,2,BCC_FCC,2.898
AlCoNiTiMo,30,1500,3,BCC_FCC,2.746
AlCoNiTiSi,10,500,1,FCC,2.801
AlCoNiTiSi,10,500,2,FCC,2.636
AlCoNiTiSi,10,500,3,FCC,2.58
AlCoNiTiSi,10,1000,1,FCC,2.908
AlCoNiTiSi,10,1000,2,FCC,2.877
AlCoNiTiSi,10,1000,3,FCC,2.701
AlCoNiTiSi,10,1500,1,FCC,2.58
AlCoNiTiSi,10,1500,2,FCC,2.815
AlCoNiTiSi,10,1500,3,FCC,2.802
AlCoNiTiSi,20,500,1,FCC,2.531
AlCoNiTiSi,20,500,2,FCC,2.94
AlCoNiTiSi,20,500,3,FCC,2.584
AlCoNiTiSi,20,1000,1,FCC,2.649
